Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
80, ผัด,ไก่ผัดเปรี้ยวหวาน,เนื้อไก่สะโพก 1 ท่อน หั่นเป็นชิ้นขนาดพอดีคำ,เกลือ 1 ช้อนชา,พริกหยวกเหลือง 1 เม็ด ซอยขนาดพอดีคำ,พริกหยวกเขียว 1 เม็ด ซอยขนาดพอดีคำ,พริกหยวกแดง 1 เม็ด ซอยขนาดพอดีคำ,หอมหัวใหญ่ ซอย 2 ช้อนโต้ะ,สับปะรด หั่นเป็นชิ้น 5-6 ชื้น,ซอสมะเขือเทศ  2 ช้อนโต้ะ,น้ำเปล่า 3  ช้อนโต้ะ,เหล้าจีน 2 ช้อนโต๊ะ,น้ำตาลทราย 2 ช้อนโต้ะ,ซอสถั่วเหลือง 2 ช้อนโต๊ะ,แป้งข้าวโพด 1 ช้อนโต๊ะ,แป้งทอดสำเร็จรุป สำหรับชุบไก่ทอด,น้ำมันพืชสำหรับทอด  1 ถ้วย,,,,,,,,,,,
81, ผัด,ผัดกระเฉดไก่,เนื้อไก่ หั่นเป็นชิ้นพอคำ 1 ถ้วยตวง,ผักกระเฉด หั่นเป็นท่อนพอคำ 2 ถ้วยตวง,กระเทียมบด 1 ช้อนโต้ะ,พริกสดบด 1 ช้อนโต้ะ,เต้าเจี้ยว 1 ช้อนขา,น้ำตาล 1 ช้อนชา,ซอสถั่วเหลือง 1 ช้อนโต๊ะ,ซอสหอยนางรม 1 ช้อนโต๊ะ,น้ำมันพืช สำหรับผัด 2 ช้อนโต๊ะ,,,,,,,,,,,,,,,,,
82, ผัด,ไก่ผัดพริกแกง,ไก่หั่นเป็นชิ้น 1 ถ้วย,พริกแกงเผ็ด  1 ช้อนโต๊ะ,พริกบด 1 ช้อนชา,ใบมะกรูดหั่นฝอย 1 ช้อนโต้ะ,กระเทียมบด 1 ช้อนชา,ซีอิ๊วขาว 1 ช้อนโต๊ะ,ถั่วฝักยาวหั่นเป้นชิ้น ครึ่งถ้วย,น้ำตาล 1 ช้อนโต้ะ,น้ำมันพืช 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,,
83, ผัด,ไก่ผัดขิง,เนื้อไก่หั่นชิ้นพอคำ 1 ถ้วย,ขิงอ่อนหั่นเป็นฝอย 1 ถ้วย,เห็ดหูหนูหั่นเป็นชิ้นเล็กๆ ครึ่งถ้วย,เต้าเจี้ยว 2 ช้อนโต้ะ,น้ำตาล 1 ช้อนโต๊ะ,ซีอิ๊วขาว 1 ช้อนโต๊ะ,พริกชี้ฟ้าหั่น 2 ช้อนโต้ะ,หอมใหญ่หั่น 3 ช้อนโต๊ะ,กระเทียมบด 1 ช้อนชา,น้ำมันพืช 2 ช้อนโต้ะ,ผงรสดี 1 ช้อนชา,,,,,,,,,,,,,,,
84, ผัด,ไก่ผัดเต้าหู้อ่อน,ไก่หั่น 1 ถ้วย,เต้าหู้อ่อน 1 แพ็ค,ซอสมะเขือเทศ  2 ช้อนโต้ะ,เห็ด 2 ช้อนโต้ะ,หอมใหญ่หั่น 1 ช้อนโต้ะ,ไข่ไก่ 1 ฟอง,เกลือ  1 หยิบมือ,น้ำตาล ครึ่งช้อนชา,กระเทียมบด 1 ช้อนโต้ะ,แป้งมัน 1 ช้อนโต้ะ,ซอสถ้่วเหลือง 1 ช้อนโต้ะ,มะเขือเทศหั่น 1 ช้อนโต้ะ,ผงรสดี 1 ช้อนโต้ะ,น้ำเปล่า 1 ถ้วย,,,,,,,,,,,,
85, ผัด,กุ้งราดกระเทียมพริกไทย,กุ้งขาวตัวใหญ่ 10-12 ตัว แกะเปลืิอกผ่าหลังและเอาหัวออก,กระเทียม 2 ช้อนโต้ะ,รากผักชี 1 ช้อนโต้ะ,ซอสน้ำมันหอย 1 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,พริกไทยเม็ดแห้ง 1 ช้อนโต้ะ,แป้งอเนกประสงค์ 1 ช้อนโต้ะ,,,,,,,,,,,,,,,,,,
86, ผัด,กุ้งผัดไข่,ไข่ไก่ 2 ฟอง,กุ้งขาว 5-6 ตัว,ต้นหอม 1 ต้น,กระเทียม 1 กลีบ สับละเอียด,หอมหัวใหญ่ 1/4 ลูก ซอยเป็นเส้นๆ,ซอสปรุงรส 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต๊ะ,น้ำมันพืช สำหรับผัด,,,,,,,,,,,,,,,,,,
87, ผัด,ไหลบัวผัดกุ้ง,กุ้งแม่น้ำ 8 – 10 ตัว กุ้งตัวโตๆขนาดพอดีคำ,ไหลบัว 2 เส้น หั่นเป็นท่อนขนาดพอดีคำ,หอมแดงบดละเอียด 1 หัว,กะปิ 1 ช้อนโต้ะ,กระเทียมสดบดละเอียด 2  กลีบ,น้ำตาลปี๊บ 1 ช้อนชา,น้ำปลา 1 ช้อนชา,ต้ยหอมหั่นเป็นท่อน 1 ต้น,พริกชี้ฟ้า ซอยแบบเฉียงๆ 2 เม็ด,น้ำมันพืช สำหรับผัด 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,
88, ผัด,กุ้งผัดเห็ดหอม,เห็ดหอมแห้ง 10-15 ดอก แช่น้ำและหั่นเป็นชี้นขนาดพอดีคำ,แครอทหั้นเป็นชิ้นขนาดพอดีคำ 4-5 ชิ้น,กุ้งแม่น้ำ 7-10 ตัว ตัดหัวแกะเปลือกผ่าหลัง,น้ำซุปกระดูกหมู 5 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,ซอสน้ำมันหอย 1 ช้อนโต๊ะ,ซอสถั่วเหลือง 1 ช้อนโต๊ะ,น้ำตาลทราย 1 ช้อนชา,แป้งสาลีละลายน้ำ 1 ช้อนโต๊ะ,ต้นหอม หั่นเป็นท่อน 2 ต้น,กระเทียมบด 1 ช้อนชา,น้ำมันพืชสำหรับผัด 3 ช้อนโต๊ะ,,,,,,,,,,,,,,
89, ผัด,กุ้งผัดผงกะหรี่,กุ้งกุลาดำ 7-8 ตัวกุ้งตัวใหญ่ๆ แกะเปลือก ผ่าเส้นที่หลัง และ เอาหัวออก,ต้นหอมให้เป็นท่อน 1 ต้น,ผงกะหรี่ 1 ช้อนโต้ะ,หอมหัวใหญ่ หั่นเป็นชิ้น 2 ช้อนโต๊ะ,ซีอิ้วขาว 1 ช้อนโต๊ะ,ซอสน้ำมันหอย 1 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต๊ะ,เกลือป่น 1 ช้อนชา,นมข้นจืด 2 ช้อนโต๊ะ,พริกชี้ฟ้าหั่นเฉียง 3-4 เม็ด,ไข่ไก่ 1 ฟอง,คึ่นช่าย หั่นเป็นท่อน 1 ต้น,น้ำมันพืชสำหรับผัก 1 ช้อนโต้ะ,,,,,,,,,,,,,
90, ผัด,ข้าวผัดกุ้ง,ข้าวหอมมะลิหุงสุก 1 จาน,กุ้งขาว 5 ตัว (ตัดหัว แกะเปลืือก และ ผ่าเส้นที่หลังออก),กระเทียมบด 1 ช้อนชา,น้ำปลา 2 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนชา,ซอสปรุงรส 1 ช้อนโต้ะ,น้ำมันพืชสำหรับผัด 3 ช้อนโต้ะ,ไข่ 1 ฟอง,หอมใหญ่ สับเป็นเต๋า 2 ช้อนโต้ะ,แครอท หั่นเต๋า 1 ช้อนโต้ะ,ผักชีซอย 1 ช้อนชา,แตงกวาหั่นเป็นชี้น สำหรับทานกับข้าวผัด,มะเขือเทศหั่น 3 ชิ้น,มะนาวหั่น 1 ชิ้น สำหรับทานกับข้าวผัด,ต้นหอม สำหรับทานกับข้าวผัด,,,,,,,,,,,
91, ผัด,ผัดไทยกุ้งสด,กุ้งขาว 5 ตัว (ขนาดและปริมาณตามใจชอบ),เส้นกลาง 1 กำมือ (เส้นจันทร์),ถั่งงอก 1 จาน,หอมแดง ซอยบางๆ 1 ช้อนโต้ะ,น้ำปลา 3 ช้อนโต้ะ,ซอสน้ำมันหอย 3 ช้อนโต้ะ,น้ำมะขามเปียก 3 ช้อนชา,น้ำตาลปี๊บ 3 ช้อนโต้ะ,ถั่วลิสงคั่วบด 1 ช้อนโต้ะ,พริกป่น 1 ช้อนโต้ะ,เต้าหู้แผ่นเหลือง หั่นลูกเต๋าขนาดพอดีคำ 2 ช้อนโต้ะ,หัวไชโป้ว 1 ช้อนโต้ะ,ไข่ไก่ 1 ฟอง,ใบกุยฉ่าย หั่นเป็นท่อน 2 ช้อนโต้ะ,ผักสดสำหรับกินกับผัดไทย เช่น ถั่วงอก หัวปลี ต้นหอม และ มะนาวสด,,,,,,,,,,,
92, ผัด,กุ้งผัดพริกเผา,กุ้งสด ขนาด 20 ตัวกิโล ประมาณ 10 ตัว,ตันหอมหั่นหยาว ขนาด 1 น้ิ้ว 2 ช้อนโต้ะ,หอมหัวหญ่ซอย 2 ช้อนโต้ะ,พริกชีฟ้าซอยเฉียง 2 ช้อนโต้ะ,น้ำมันพืช 1 ช้อนโต้ะ,ใบโหระพา 1 กำมือ,พริกบด 1 ช้อนชา,กระเทียมบด 1 ช้อนชา,น้ำพริกเผา 2 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนชา,น้ำปลา 1 ช้อนโต้ะ,,,,,,,,,,,,,,,
93, ผัด,ดอกขจรผัดไข่กุ้งสด,กุ้งขาวขนาดใหญ่ 5-6 ตัว,ดอกขจร 1 จาน,วุ้นเส้นขนาดความยาวพอดี 1 จาน,ไข่ไก่ 2 ฟอง,กุ้งแห้ง 1 จาน,เห็ดหูหนูแห้งแช่น้ำซอย 1 จาน,ซอสถั่วเหลือง 1 ช้อนโต้ะ,ซอสน้ำมันหอย 1 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,น้ำมันพืช สำหรับผัด,,,,,,,,,,,,,,,,
94, ผัด,ผักบุ้งผัดกะปิกุ้งสด,กุ้งสด 5-6 ตัว,ผักบุ้งไทย 1 จาน,หอมแดงบด 2 ช้อนโต้ะ,กะปิ 2 ช้อนชา,กระเทียมบด 2 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนชา,น้ำปลา 1 ช้อนชา,พริกชี้ฟ้าซอยเฉียงๆ 1 ช้อนชา,น้ำมันพืชสำหรับผัด 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,,
95, ผัด,ข้าวผัดน้ำพริกเผา,ข้าวหุงสุก 1 ถ้วย,กระเทียมบด 1 ช้อนชา,กุ้งสด ปลอกเปลือกผ่าหลัง 4-5 ตัว,พริกขี้หนูสวนบุบ 1 ช้อนโต้ะ,น้ำพริกเผา 2 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนโต้ะ,ซอสปรุงรส 1 ช้อนโต้ะ,หอมแดงซอย 1 ช้อนชา,ผักชีสำหรับโรยหน้า,แตงกาวสำหรับจัดหน้า,พริกน้ำปลา สำหรับทานคู่กับ ข้าวผัด,น้ำมันพืช 2 ช้อนโต้ะ,,,,,,,,,,,,,,
